# US populated places (Census Gazetteer 2023 coords + PEP 2023 population)
# population >= 1000; id = PP<7-digit GEOID>; LON,LAT order
# Generated by scripts/build_populated_places.py
id,name,lon,lat,elevation_m,state,population
PP4241464,Lansford,-75.88440,40.83303,,PA,4145
PP4218136,Danville,-76.61204,40.96168,,PA,4140
PP0530640,Haskell,-92.64186,34.50924,,AR,4138
PP1735866,Hometown,-87.73113,41.73125,,IL,4138
PP3766360,Swansboro,-77.13427,34.69358,,NC,4137
PP1701543,Anna,-89.23748,37.46106,,IL,4136
PP3971220,Sebring,-81.02527,40.92000,,OH,4135
PP2669520,Roosevelt Park,-86.27335,43.19815,,MI,4132
PP0125840,Fayette,-87.83117,33.69421,,AL,4128
PP4868456,Smithville,-97.15233,30.00799,,TX,4126
PP2601180,Algonac,-82.53391,42.62087,,MI,4125
PP4200540,Akron,-76.20337,40.15781,,PA,4121
PP4700640,Algood,-85.44677,36.19996,,TN,4117
PP3981935,Waverly,-82.98369,39.12597,,OH,4114
PP2118568,Crittenden,-84.60192,38.78850,,KY,4106
PP3768340,Trent Woods,-77.09196,35.08201,,NC,4106
PP3463300,Riverdale,-74.31453,40.99589,,NJ,4105
PP2649540,Lowell,-85.34622,42.93460,,MI,4103
PP2751388,Pipestone,-96.31108,43.99592,,MN,4103
PP4276648,Throop,-75.59265,41.43823,,PA,4102
PP1337396,Hawkinsville,-83.47886,32.30118,,GA,4100
PP1939450,Jefferson,-94.37942,42.01774,,IA,4100
PP3631709,Hamilton,-75.55302,42.82846,,NY,4100
PP3655882,Owego,-76.26223,42.10456,,NY,4096
PP2013625,Clay Center,-97.12737,39.38118,,KS,4094
PP4775000,Trenton,-88.94522,35.97320,,TN,4092
PP3720620,Elkin,-80.84711,36.26337,,NC,4088
PP2724524,Goodview,-91.71464,44.06881,,MN,4087
PP3913358,Chagrin Falls,-81.38898,41.43095,,OH,4087
PP4238128,Jersey Shore,-77.26657,41.20073,,PA,4087
PP4250408,Monongahela,-79.92248,40.19117,,PA,4087
PP1243375,Mary Esther,-86.65901,30.41165,,FL,4084
PP2658640,North Muskegon,-86.27083,43.25216,,MI,4082
PP2880760,Winona,-89.72929,33.49026,,MS,4079
PP3508580,Bosque Farms,-106.70105,34.85358,,NM,4076
PP1760222,Pittsfield,-90.81014,39.60055,,IL,4072
PP2908650,Brookfield,-93.07797,39.78533,,MO,4072
PP1337564,Hazlehurst,-82.59928,31.86413,,GA,4071
PP4820464,Dimmitt,-102.30684,34.54789,,TX,4071
PP0851635,Monte Vista,-106.14991,37.57854,,CO,4070
PP1648790,McCall,-116.11249,44.90841,,ID,4066
PP3764500,Stanley,-81.09182,35.35469,,NC,4065
PP1731446,Green Oaks,-87.91096,42.29999,,IL,4060
PP3831820,Grafton,-97.40616,48.41391,,ND,4059
PP2910810,Camdenton,-92.75139,38.01324,,MO,4058
PP4259120,Pennsburg,-75.49641,40.39359,,PA,4057
PP4827660,Friona,-102.72307,34.63943,,TX,4057
PP1953625,Monticello,-91.18592,42.23042,,IA,4056
PP2661620,Otsego,-85.69858,42.45798,,MI,4054
PP5517775,Cross Plains,-89.64712,43.11503,,WI,4052
PP4522795,Edgefield,-81.92860,33.78528,,SC,4051
PP2143840,Lancaster,-84.58182,37.61696,,KY,4050
PP5565675,Pulaski,-88.23428,44.66821,,WI,4049
PP2923950,Fenton,-90.45067,38.52855,,MO,4048
PP4226280,Fleetwood,-75.82158,40.45650,,PA,4046
PP1968205,Rock Valley,-96.28904,43.20258,,IA,4045
PP3116655,Falls City,-95.59901,40.06221,,NE,4045
PP4923640,Erda,-112.30894,40.61808,,UT,4045
PP0548560,Nashville,-93.85166,33.94192,,AR,4043
PP4254952,North East,-79.83335,42.21337,,PA,4043
PP5485996,Westover,-79.98996,39.63377,,WV,4043
PP4743140,Livingston,-85.32610,36.38664,,TN,4040
PP2201885,Amite City,-90.51529,30.73216,,LA,4037
PP2756788,St. Charles,-92.05930,43.96875,,MN,4037
PP1363224,Quitman,-83.56055,30.78453,,GA,4036
PP1721358,Dwight,-88.42208,41.09871,,IL,4034
PP2215465,Church Point,-92.21448,30.40371,,LA,4030
PP4045750,Madill,-96.77466,34.08708,,OK,4028
PP0502860,Austin,-91.98961,35.00591,,AR,4027
PP1671020,St. Anthony,-111.68451,43.96614,,ID,4025
PP1771448,Sparta,-89.73051,38.13942,,IL,4024
PP0685012,Wheatland,-121.39000,39.03116,,CA,4022
PP3406670,Bordentown,-74.70768,40.14969,,NJ,4021
PP2238670,Jonesboro,-92.71062,32.23354,,LA,4019
PP1703883,Barrington Hills,-88.20296,42.13864,,IL,4018
PP2651600,Marine City,-82.50279,42.71430,,MI,4017
PP2950204,Moscow Mills,-90.92471,38.94352,,MO,4017
PP2646320,Lathrup Village,-83.22728,42.49208,,MI,4013
PP4277304,Trappe,-75.47538,40.19909,,PA,4009
PP4815004,Cisco,-98.98192,32.38743,,TX,4006
PP0804935,Basalt,-107.04876,39.36859,,CO,4005
PP2772328,Zumbrota,-92.67287,44.29516,,MN,4005
PP4211472,Carroll Valley,-77.38685,39.75019,,PA,4004
PP1304980,Baldwin,-83.54260,34.49779,,GA,4003
PP5118400,Colonial Beach,-76.99373,38.26441,,VA,4003
PP2674980,South Haven,-86.26843,42.40134,,MI,4001
PP1242400,Madeira Beach,-82.79157,27.79556,,FL,3999
PP5585875,West Milwaukee,-87.97098,43.01244,,WI,3997
PP3615297,Chester,-74.27692,41.35694,,NY,3996
PP1336696,Harlem,-82.31606,33.43535,,GA,3992
PP1367256,Rossville,-85.28957,34.97577,,GA,3991
PP4115350,Coquille,-124.18416,43.18033,,OR,3991
PP4816120,Colorado City,-100.85830,32.39949,,TX,3987
PP1351072,Metter,-82.06243,32.39451,,GA,3986
PP4815676,Clyde,-99.50392,32.40559,,TX,3985
PP0178232,Valley Grande,-87.03277,32.48687,,AL,3982
PP1750530,Morrison,-89.96170,41.80764,,IL,3981
PP4879564,Wills Point,-96.00499,32.70945,,TX,3981
PP3768500,Troutman,-80.88770,35.70046,,NC,3980
PP4837396,Jarrell,-97.61512,30.81026,,TX,3980
PP2726990,Hanover,-93.66275,45.15776,,MN,3977
PP3721160,Emerald Isle,-77.03137,34.66443,,NC,3966
PP4815916,Coleman,-99.42220,31.83138,,TX,3966
PP2183406,Williamstown,-84.57252,38.63981,,KY,3964
PP5539525,Kiel,-88.02650,43.91602,,WI,3956
PP2413000,Capitol Heights,-76.90757,38.87669,,MD,3952
PP2237830,Jackson,-91.20848,30.83463,,LA,3950
PP2758900,Scandia,-92.83341,45.25154,,MN,3944
PP1749386,Millstadt,-90.08586,38.45748,,IL,3943
PP5566350,Raymond,-88.01085,42.79916,,WI,3943
PP1849950,Mitchell,-86.47522,38.73709,,IN,3942
PP3453880,Oaklyn,-75.08057,39.90230,,NJ,3940
PP3973684,South Russell,-81.32796,41.43383,,OH,3939
PP5514475,Chilton,-88.16167,44.03019,,WI,3939
PP2844600,Magee,-89.73400,31.87301,,MS,3938
PP3969470,St. Bernard,-84.49409,39.17173,,OH,3938
PP4264784,Ridgway,-78.72707,41.43190,,PA,3938
PP3111020,Cozad,-99.98637,40.86130,,NE,3933
PP2725334,Grant,-92.91095,45.08208,,MN,3932
PP2063600,Scott City,-100.90305,38.47887,,KS,3931
PP2682300,Vicksburg,-85.53829,42.12303,,MI,3929
PP4258032,Parkesburg,-75.91616,39.96005,,PA,3928
PP2282460,Winnfield,-92.64248,31.92397,,LA,3927
PP2710648,Centerville,-93.05517,45.16746,,MN,3927
PP3613079,Cayuga Heights,-76.48842,42.46767,,NY,3925
PP4209224,Brookville,-79.08265,41.16168,,PA,3918
PP2113024,Carrollton,-85.16576,38.67962,,KY,3914
PP1380256,Walthourville,-81.62094,31.77198,,GA,3913
PP0115064,Citronelle,-88.24984,31.09727,,AL,3910
PP3903926,Barnesville,-81.17246,39.99009,,OH,3908
PP5464708,Point Pleasant,-82.13198,38.85023,,WV,3908
PP3223500,Ely,-114.87087,39.26493,,NV,3907
PP4270568,Shrewsbury,-76.67988,39.77130,,PA,3907
PP4813276,Castle Hills,-98.51905,29.52473,,TX,3907
PP2743810,Montrose,-93.92025,45.06654,,MN,3906
PP2607020,Belleville,-83.48281,42.20192,,MI,3904
PP2964424,St. James,-91.61337,38.00236,,MO,3903
PP3907426,Bluffton,-83.88779,40.89205,,OH,3903
PP1737257,Indian Head Park,-87.89741,41.76843,,IL,3900
PP1770252,Smithton,-89.99009,38.41434,,IL,3900
PP1764759,Rochester,-89.56651,39.74579,,IL,3899
PP4870868,Sullivan City,-98.56444,26.27522,,TX,3899
PP1917220,Cresco,-92.11629,43.37175,,IA,3897
PP5542250,Lancaster,-90.70648,42.84735,,WI,3896
PP4735160,Hohenwald,-87.55392,35.55150,,TN,3892
PP4069200,Spencer,-97.37155,35.51076,,OK,3890
PP0521190,Elkins,-94.02350,36.01722,,AR,3889
PP1273025,Umatilla,-81.66419,28.92701,,FL,3889
PP5558050,North Hudson,-92.75500,44.99576,,WI,3888
PP4240040,Kittanning,-79.51869,40.82870,,PA,3887
PP3951772,Montpelier,-84.59157,41.58425,,OH,3886
PP4548805,Mullins,-79.25364,34.20398,,SC,3885
PP1812034,Chandler,-87.37408,38.03730,,IN,3883
PP4227232,Frackville,-76.23293,40.78332,,PA,3883
PP3658992,Pomona,-74.05425,41.18915,,NY,3882
PP1209550,Bunnell,-81.31948,29.41874,,FL,3879
PP1747163,Marshall,-87.69117,39.39953,,IL,3879
PP1748606,Metamora,-89.36840,40.79496,,IL,3871
PP2751136,Pine Island,-92.62812,44.19812,,MN,3871
PP2980962,Woodson Terrace,-90.36003,38.72861,,MO,3871
PP4953010,Mount Pleasant,-111.45587,39.54074,,UT,3871
PP1709798,Burnham,-87.54496,41.63948,,IL,3869
PP4615980,Dell Rapids,-96.71459,43.82482,,SD,3868
PP0618506,Del Mar,-117.25980,32.96395,,CA,3867
PP3986366,Woodlawn,-84.47105,39.25556,,OH,3867
PP1235850,Juno Beach,-80.05962,26.87546,,FL,3863
PP0827040,Florence,-105.10023,38.37962,,CO,3862
PP4832720,Haslet,-97.33782,32.96652,,TX,3861
PP1033120,Harrington,-75.57179,38.92413,,DE,3860
PP3975896,Swanton,-83.88525,41.58487,,OH,3856
PP3641223,Lansing,-76.48652,42.49015,,NY,3855
PP3665288,Saugerties,-73.94185,42.07419,,NY,3848
PP4534810,Honea Path,-82.39496,34.44762,,SC,3848
PP3740660,Maiden,-81.23154,35.59149,,NC,3845
PP3668610,South Blooming Grove,-74.16703,41.37369,,NY,3840
PP4255456,Northumberland,-76.79295,40.89721,,PA,3839
PP2278470,Vidalia,-91.44044,31.56675,,LA,3837
PP1770629,South Chicago Heights,-87.63720,41.48341,,IL,3835
PP4285632,Windber,-78.82470,40.23549,,PA,3835
PP3116410,Fairbury,-97.17650,40.14474,,NE,3832
PP2609820,Boyne City,-85.01244,45.21299,,MI,3831
PP4027200,Fort Gibson,-95.26014,35.78218,,OK,3831
PP2004625,Baxter Springs,-94.73496,37.01995,,KS,3830
PP4272920,Spring City,-75.54647,40.17690,,PA,3830
PP4051800,Nichols Hills,-97.54327,35.54639,,OK,3826
PP2408625,Boonsboro,-77.66474,39.51065,,MD,3823
PP3445510,Merchantville,-75.05034,39.95022,,NJ,3823
PP4227744,Freeland,-75.89627,41.02122,,PA,3822
PP1721254,Dupo,-90.21760,38.51612,,IL,3821
PP0507720,Booneville,-93.91750,35.13933,,AR,3820
PP0865190,Rocky Ford,-103.72210,38.04988,,CO,3819
PP5467108,Ravenswood,-81.76198,38.95629,,WV,3819
PP4063800,Roland,-94.51485,35.41407,,OK,3818
PP4775820,Unicoi,-82.32922,36.22177,,TN,3818
PP1715235,Coal Valley,-90.43939,41.43842,,IL,3816
PP1338040,Hephzibah,-82.09573,33.29230,,GA,3815
PP4755860,Oneida,-84.51082,36.51567,,TN,3815
PP1831216,Hanover,-85.46717,38.70748,,IN,3814
PP4237208,Irwin,-79.69976,40.32506,,PA,3813
PP2041375,Lindsborg,-97.67401,38.57714,,KS,3811
PP2204055,Ball,-92.40840,31.41875,,LA,3811
PP2747520,Norwood Young America,-93.91729,44.77211,,MN,3811
PP5549575,Marshall,-89.06265,43.17049,,WI,3810
PP4203736,Baden,-80.22254,40.63970,,PA,3809
PP1877966,Upland,-85.50099,40.46285,,IN,3808
PP2132572,Grayson,-82.93581,38.33389,,KY,3807
PP2264660,Richwood,-92.07732,32.44865,,LA,3807
PP4867400,Shenandoah,-95.45569,30.18403,,TX,3807
PP0282200,Valdez,-146.31718,61.08362,,AK,3805
PP3901672,Amberley,-84.42828,39.20349,,OH,3805
PP3736860,Landis,-80.61047,35.54957,,NC,3803
PP1632140,Gooding,-114.71319,42.93705,,ID,3802
PP4544350,Manning,-80.21676,33.69332,,SC,3802
PP0162472,Priceville,-86.88218,34.52958,,AL,3800
PP3951058,Mogadore,-81.40732,41.05246,,OH,3799
PP5576625,Stanley,-90.94372,44.95938,,WI,3798
PP2665860,Portland,-84.89893,42.86979,,MI,3797
PP3624251,Elmira Heights,-76.82557,42.12669,,NY,3797
PP5502500,Arcadia,-91.49157,44.24857,,WI,3796
PP0140928,Lake View,-87.13265,33.28827,,AL,3794
PP3739480,Lowell,-81.10493,35.27580,,NC,3794
PP4287272,Zelienople,-80.13867,40.78567,,PA,3791
PP2704114,Bayport,-92.77891,45.01485,,MN,3788
PP2744044,Mora,-93.29028,45.87698,,MN,3787
PP4816168,Columbus,-96.55891,29.70446,,TX,3786
PP5446636,Lewisburg,-80.43260,37.80940,,WV,3785
PP3954852,New Lebanon,-84.39425,39.74404,,OH,3784
PP4811300,Bunker Hill Village,-95.53174,29.76476,,TX,3784
PP0113648,Centre,-85.67168,34.15306,,AL,3782
PP1827324,Georgetown,-85.96305,38.29880,,IN,3781
PP0414380,Clifton,-109.28404,33.02957,,AZ,3780
PP1982740,Waukon,-91.47849,43.26852,,IA,3777
PP5485972,Weston,-80.46221,39.03876,,WV,3776
PP5568550,Rochester,-88.25032,42.73291,,WI,3776
PP1258675,Port St. Joe,-85.30915,29.81756,,FL,3775
PP5535750,Horicon,-88.64033,43.44500,,WI,3773
PP1710240,Byron,-89.26681,42.12183,,IL,3772
PP2687420,Williamston,-84.28356,42.68335,,MI,3772
PP4269376,Sewickley,-80.17890,40.53973,,PA,3772
PP4070350,Stilwell,-94.63157,35.81472,,OK,3771
PP2839840,Leakesville,-88.55585,31.14920,,MS,3767
PP3732980,Hudson,-81.48671,35.84774,,NC,3767
PP1765819,Rosemont,-87.87174,41.98898,,IL,3766
PP3613002,Catskill,-73.85867,42.21490,,NY,3763
PP3905074,Bellaire,-80.74733,40.01651,,OH,3763
PP5344165,Mattawa,-119.90530,46.73641,,WA,3761
PP3648142,Montgomery,-74.23866,41.52127,,NY,3760
PP1911215,Carter Lake,-95.91687,41.28853,,IA,3759
PP4218888,Denver,-76.14116,40.23412,,PA,3758
PP3930786,Golf Manor,-84.44697,39.18777,,OH,3754
PP0602112,Angels,-120.55173,38.07104,,CA,3752
PP2171976,Southgate,-84.47058,39.06414,,KY,3752
PP0528360,Gravette,-94.36853,36.42830,,AR,3750
PP1763043,Red Bud,-90.00239,38.20748,,IL,3750
PP4560280,Ridgeland,-80.92113,32.46884,,SC,3749
PP2664740,Plainwell,-85.64227,42.44472,,MI,3747
PP2640320,Imlay City,-83.07710,43.01705,,MI,3744
PP0606798,Bishop,-118.39581,37.36638,,CA,3742
PP4822588,Edgecliff Village,-97.34060,32.65608,,TX,3742
PP0500580,Alexander,-92.45122,34.61859,,AR,3740
PP2715148,Deephaven,-93.52910,44.93197,,MN,3740
PP1764538,Riverwoods,-87.89486,42.17290,,IL,3737
PP3469510,South Toms River,-74.20701,39.93905,,NJ,3736
PP4840336,Laguna Vista,-97.29634,26.10591,,TX,3736
PP1832818,Hebron,-87.20192,41.32509,,IN,3735
PP5305560,Benton City,-119.47898,46.26371,,WA,3733
PP2669400,Romeo,-83.00260,42.80458,,MI,3731
PP1984315,West Liberty,-91.26264,41.57299,,IA,3728
PP3482720,Woodstown,-75.32623,39.65018,,NJ,3728
PP4281832,Waynesburg,-80.18554,39.89825,,PA,3728
PP4918910,Delta,-112.54376,39.36327,,UT,3728
PP2926110,Frontenac,-90.41897,38.63006,,MO,3727
PP1637360,Heyburn,-113.76207,42.55998,,ID,3726
PP2409500,Brentwood,-76.95705,38.94388,,MD,3725
PP3667686,Sloan,-78.79154,42.89223,,NY,3725
PP4867268,Shavano Park,-98.55618,29.58445,,TX,3722
PP2162940,Prestonsburg,-82.76587,37.68156,,KY,3721
PP3734300,Jamestown,-79.93460,35.99844,,NC,3721
PP1842861,Leo-Cedarville,-85.02186,41.22064,,IN,3720
PP1211975,Chipley,-85.54005,30.77564,,FL,3718
PP3986940,Yellow Springs,-83.89198,39.79838,,OH,3718
PP3669078,South Glens Falls,-73.63364,43.29441,,NY,3717
PP0543820,Manila,-90.16540,35.88491,,AR,3714
PP2833900,Houston,-89.00349,33.89619,,MS,3713
PP3736060,Kitty Hawk,-75.71722,36.07012,,NC,3713
PP4871960,Taylor Lake Village,-95.05526,29.57480,,TX,3713
PP2751064,Pine City,-92.96649,45.84098,,MN,3711
PP1326156,Echols County,-82.89738,30.71401,,GA,3709
PP3034225,Hardin,-107.60824,45.74223,,MT,3709
PP5508225,Bloomer,-91.49154,45.10283,,WI,3708
PP2738060,Long Prairie,-94.86135,45.97472,,MN,3707
PP3725380,Gamewell,-81.59781,35.86398,,NC,3704
PP3966530,Richfield,-81.64394,41.23313,,OH,3704
PP3950834,Minerva,-81.10224,40.73058,,OH,3701
PP4132550,Harrisburg,-123.16258,44.27028,,OR,3701
PP4728800,Gatlinburg,-83.49380,35.72498,,TN,3701
PP5327960,Granger,-120.19267,46.34530,,WA,3700
PP3722500,Fairview,-80.52439,35.15598,,NC,3699
PP5589150,Wrightstown,-88.17563,44.32714,,WI,3699
PP2173110,Stanford,-84.65703,37.53074,,KY,3698
PP0870195,Silt,-107.65274,39.54798,,CO,3697
PP2840280,Leland,-90.89092,33.40483,,MS,3693
PP4724480,Etowah,-84.52820,35.33814,,TN,3690
PP3758460,Rutherfordton,-81.96134,35.36407,,NC,3685
PP3719740,Eastover,-78.78623,35.09527,,NC,3684
PP4710560,Camden,-88.10461,36.06625,,TN,3683
PP3474210,Tuckerton,-74.33308,39.59220,,NJ,3681
PP0667126,San Joaquin,-120.18992,36.60557,,CA,3679
PP3973670,South Point,-82.57906,38.42218,,OH,3679
PP2756724,St. Augusta,-94.19379,45.45017,,MN,3678
PP1766950,St. Joseph,-88.03562,40.11471,,IL,3677
PP1848924,Middlebury,-85.70868,41.67056,,IN,3676
PP3986184,Wintersville,-80.70991,40.37802,,OH,3676
PP4904060,Beaver,-112.63810,38.27587,,UT,3676
PP1048330,Milton,-75.30991,38.77515,,DE,3675
PP2038700,Larned,-99.10126,38.18339,,KS,3675
PP4835084,Howe,-96.61554,33.50748,,TX,3673
PP0535500,Johnson,-94.17427,36.13385,,AR,3672
PP2614200,Cedar Springs,-85.55437,43.22042,,MI,3671
PP3766520,Tabor City,-78.87318,34.15450,,NC,3670
PP2750470,Perham,-95.57710,46.59961,,MN,3666
PP3450130,Netcong,-74.70082,40.89923,,NJ,3665
PP4803432,Anthony,-106.59863,31.98673,,TX,3663
PP5504875,Barron,-91.84435,45.40219,,WI,3663
PP0519990,Dumas,-91.48563,33.88337,,AR,3662
PP1900910,Albia,-92.80378,41.02651,,IA,3661
PP3774020,Wilkesboro,-81.17690,36.14243,,NC,3661
PP3667334,Sidney,-75.39779,42.30834,,NY,3660
PP4555645,Pendleton,-82.77911,34.64224,,SC,3657
PP3932158,Greenhills,-84.51936,39.26696,,OH,3656
PP3670189,Spencerport,-77.80743,43.18838,,NY,3655
PP5516500,Combined Locks,-88.30953,44.26199,,WI,3654
PP3634495,Highland Falls,-73.96892,41.36456,,NY,3647
PP1308284,Blackshear,-82.25293,31.29082,,GA,3646
PP3954432,Newcomerstown,-81.59603,40.27526,,OH,3646
PP4822132,Eastland,-98.81767,32.40216,,TX,3645
PP4947730,Manti,-111.63533,39.26647,,UT,3645
PP2167458,Russell,-82.69605,38.51304,,KY,3644
PP2730842,Independence,-93.71975,45.01859,,MN,3644
PP0410180,Carefree,-111.91327,33.82321,,AZ,3642
PP1233625,Indian Rocks Beach,-82.84624,27.89581,,FL,3640
PP0254920,Nome,-165.41529,64.50574,,AK,3639
PP1727091,Forsyth,-88.96408,39.92605,,IL,3639
PP1755353,Oglesby,-89.07104,41.29321,,IL,3639
PP3647757,Minoa,-76.00829,43.07423,,NY,3638
PP1250525,Oakland,-81.63668,28.55208,,FL,3635
PP1380704,Washington,-82.74361,33.73229,,GA,3634
PP4815796,Cockrell Hill,-96.88858,32.73818,,TX,3633
PP1380788,Watkinsville,-83.40479,33.85967,,GA,3631
PP3678333,Warsaw,-78.14079,42.74279,,NY,3629
PP5541300,Lake Delton,-89.78314,43.59199,,WI,3629
PP1719083,Deer Park,-88.08618,42.16628,,IL,3628
PP3637840,Islandia,-73.17108,40.80686,,NY,3627
PP4575580,Wellford,-82.09530,34.95795,,SC,3627
PP4814224,Chandler,-95.47369,32.30688,,TX,3625
PP1925590,Emmetsburg,-94.67958,43.11480,,IA,3623
PP5559875,Omro,-88.73699,44.03897,,WI,3623
PP2965108,St. Paul,-90.74050,38.84881,,MO,3622
PP2849080,Morton,-89.65914,32.34553,,MS,3621
PP4737820,Jasper,-85.62116,35.06826,,TN,3621
PP4932660,Gunnison,-111.81352,39.15693,,UT,3621
PP1632950,Grangeville,-116.12192,45.92583,,ID,3617
PP3629597,Gouverneur,-75.46604,44.33657,,NY,3617
PP4719380,Dandridge,-83.42983,36.03012,,TN,3617
PP4877416,West Columbia,-95.64945,29.14193,,TX,3616
PP4627540,Hartford,-96.93699,43.61954,,SD,3614
PP4879816,Winnsboro,-95.29032,32.95590,,TX,3614
PP2033425,Hugoton,-101.34469,37.17451,,KS,3613
PP4023450,Elgin,-98.29663,34.78594,,OK,3612
PP4817216,Cotulla,-99.23671,28.43638,,TX,3612
PP1643030,Ketchum,-114.38007,43.68772,,ID,3611
PP2741570,Melrose,-94.81477,45.67701,,MN,3611
PP5583925,Waterloo,-88.99004,43.18353,,WI,3611
PP4831280,Groesbeck,-96.52806,31.52562,,TX,3610
PP4630220,Hot Springs,-103.46509,43.41953,,SD,3609
PP1723009,Eldorado,-88.44158,37.81173,,IL,3607
PP1334876,Greensboro,-83.18909,33.56357,,GA,3605
PP1382132,West Point,-85.14150,32.89852,,GA,3605
PP4865180,San Diego,-98.23891,27.76089,,TX,3605
PP1041830,Lewes,-75.14369,38.77864,,DE,3604
PP4285664,Wind Gap,-75.29102,40.84903,,PA,3601
PP1857780,Paoli,-86.47044,38.55667,,IN,3600
PP2956036,Palmyra,-91.52652,39.79778,,MO,3600
PP1840374,Knox,-86.62125,41.29100,,IN,3599
PP2921502,El Dorado Springs,-94.01995,37.86970,,MO,3595
PP3431320,High Bridge,-74.89021,40.67011,,NJ,3592
PP3681710,Whitesboro,-75.29669,43.12398,,NY,3591
PP0552970,Ozark,-93.84838,35.50186,,AR,3590
PP4829972,Godley,-97.53291,32.45888,,TX,3589
PP5507900,Black River Falls,-90.84279,44.29845,,WI,3587
PP1384512,Wrightsville,-82.71907,32.72681,,GA,3586
PP3453490,North Wildwood,-74.79751,39.00594,,NJ,3585
PP3657243,Perry,-78.00534,42.71781,,NY,3584
PP0175960,Thomasville,-87.73720,31.91501,,AL,3583
PP2953408,Northwoods,-90.28238,38.70354,,MO,3583
PP2227190,Franklinton,-90.14587,30.84823,,LA,3581
PP4805456,Ballinger,-99.95541,31.73915,,TX,3581
PP4271184,Slippery Rock,-80.05793,41.06949,,PA,3579
PP3137105,O'Neill,-98.64696,42.46153,,NE,3575
PP3470380,Stanhope,-74.70363,40.91337,,NJ,3575
PP1724764,Fairbury,-88.51556,40.74618,,IL,3574
PP4871492,Sweeny,-95.69855,29.04637,,TX,3570
PP1700646,Aledo,-90.74635,41.19856,,IL,3569
PP4262320,Port Vue,-79.87412,40.33787,,PA,3568
PP1728144,Fulton,-90.15872,41.86521,,IL,3567
PP4712420,Centerville,-87.43829,35.82620,,TN,3567
PP1756484,Oregon,-89.33577,42.01270,,IL,3566
PP1923250,Eagle Grove,-93.90243,42.66634,,IA,3566
PP5551375,Merton,-88.31234,43.14368,,WI,3566
PP3723600,Flat Rock,-82.45162,35.26684,,NC,3563
PP0542770,McGehee,-91.39501,33.62779,,AR,3555
PP1345768,Leesburg,-84.16855,31.73206,,GA,3553
PP4052900,Nowata,-95.63747,36.69926,,OK,3551
PP0806090,Bennett,-104.42872,39.74173,,CO,3549
PP4861592,Reno,-95.47981,33.66658,,TX,3544
PP1237800,Lake Clarke Shores,-80.07528,26.64563,,FL,3542
PP3106610,Broken Bow,-99.64076,41.40519,,NE,3542
PP1853352,New Palestine,-85.89425,39.72939,,IN,3541
PP1316824,Cleveland,-83.76071,34.59704,,GA,3539
PP0555130,Piggott,-90.19894,36.38719,,AR,3538
PP1959745,Osage,-92.81132,43.28267,,IA,3537
PP3643005,Lloyd Harbor,-73.44339,40.92150,,NY,3537
PP3956448,Northfield,-81.52684,41.33886,,OH,3536
PP4872020,Teague,-96.28082,31.62949,,TX,3536
PP5184960,West Point,-76.80185,37.55226,,VA,3536
PP2464000,Princess Anne,-75.69638,38.20514,,MD,3534
PP3952738,Mount Gilead,-82.82790,40.55405,,OH,3533
PP4815472,Clifton,-97.58188,31.78204,,TX,3532
PP2765956,Two Harbors,-91.67574,47.02995,,MN,3531
PP3961252,Paulding,-84.58266,41.14266,,OH,3531
PP1349532,Manchester,-84.63437,32.85906,,GA,3528
PP2751424,Plainview,-92.16919,44.16469,,MN,3527
PP2047350,Mission Hills,-94.61755,39.01403,,KS,3525
PP4769620,Somerville,-89.37535,35.23221,,TN,3525
PP1304644,Avondale Estates,-84.26474,33.76873,,GA,3524
PP2945614,Malden,-89.99751,36.60100,,MO,3524
PP0123296,Elba,-86.07712,31.41722,,AL,3522
PP4246592,Mahanoy City,-76.13818,40.81263,,PA,3520
PP4247000,Manor,-79.66927,40.34594,,PA,3520
PP0151648,Moundville,-87.62754,32.99654,,AL,3516
PP5572725,Seymour,-88.32734,44.51442,,WI,3515
PP1215775,Crystal River,-82.60187,28.89550,,FL,3514
PP4174000,Toledo,-123.93370,44.61975,,OR,3514
PP1334512,Gray,-83.54093,33.00202,,GA,3513
PP3758360,Rural Hall,-80.29691,36.22450,,NC,3513
PP4642260,Milbank,-96.63370,45.21943,,SD,3512
PP4843144,Llano,-98.67652,30.75101,,TX,3511
PP5683040,Wheatland,-104.95947,42.05171,,WY,3509
PP1802782,Aurora,-84.90475,39.06977,,IN,3508
PP2743738,Montgomery,-93.57975,44.44508,,MN,3508
PP4821844,Eagle Lake,-96.32858,29.58733,,TX,3508
PP0133976,Heflin,-85.56934,33.64740,,AL,3507
PP3102655,Auburn,-95.84360,40.38938,,NE,3507
PP3736512,Lake Park,-80.63437,35.08449,,NC,3504
PP2932248,Hillsboro,-90.56719,38.23295,,MO,3502
PP4150950,Myrtle Creek,-123.27835,43.02407,,OR,3501
PP4238688,Kane,-78.80902,41.66301,,PA,3499
PP2043525,Lyons,-98.20467,38.34614,,KS,3498
PP2104654,Beaver Dam,-86.87361,37.40376,,KY,3498
PP3958604,Orange,-81.47172,41.44262,,OH,3495
PP4216128,Coplay,-75.49555,40.67071,,PA,3494
PP3649330,Muttontown,-73.53634,40.82539,,NY,3492
PP5157688,Norton,-82.62600,36.93155,,VA,3492
PP3912112,Carey,-83.38609,40.94581,,OH,3491
PP1732200,Hainesville,-88.07345,42.33618,,IL,3489
PP4861604,Reno,-97.56599,32.94884,,TX,3489
