# US populated places (Census Gazetteer 2023 coords + PEP 2023 population)
# population >= 1000; id = PP<7-digit GEOID>; LON,LAT order
# Generated by scripts/build_populated_places.py
id,name,lon,lat,elevation_m,state,population
PP3771680,Weddington,-80.73542,35.02213,,NC,14080
PP0603302,Avenal,-120.11617,36.03111,,CA,14075
PP0630798,Grass Valley,-121.05265,39.22031,,CA,14074
PP3905130,Bellefontaine,-83.76301,40.36275,,OH,14073
PP0845955,Lone Tree,-104.87096,39.53085,,CO,14063
PP1704303,Beach Park,-87.87537,42.44227,,IL,14057
PP4571417,Tega Cay,-81.01061,35.03934,,SC,14057
PP0644826,McFarland,-119.23072,35.66729,,CA,14049
PP2260530,Pineville,-92.40893,31.34293,,LA,14034
PP3738040,Lewisville,-80.42455,36.10519,,NC,14002
PP4051150,Newcastle,-97.59534,35.24240,,OK,14001
PP2754808,Robbinsdale,-93.33064,45.02453,,MN,13968
PP0826270,Federal Heights,-105.01534,39.86497,,CO,13943
PP2850440,Natchez,-91.38565,31.54244,,MS,13933
PP3464650,Roselle Park,-74.26656,40.66531,,NJ,13932
PP2746042,New Ulm,-94.46890,44.31207,,MN,13925
PP0158896,Pell City,-86.26363,33.56031,,AL,13924
PP0638520,King City,-121.13196,36.21628,,CA,13917
PP2043950,McPherson,-97.66452,38.36988,,KS,13906
PP2740688,Marshall,-95.78920,44.44906,,MN,13906
PP1779267,Wauconda,-88.13527,42.27701,,IL,13891
PP1802674,Auburn,-85.05498,41.36763,,IN,13888
PP1734514,Hickory Hills,-87.82801,41.72478,,IL,13884
PP3971892,Sharonville,-84.40751,39.28059,,OH,13882
PP4649600,Pierre,-100.32000,44.37516,,SD,13880
PP1729639,Glen Carbon,-89.98312,38.75825,,IL,13868
PP4606620,Box Elder,-103.08107,44.11094,,SD,13868
PP1317776,College Park,-84.46350,33.64145,,GA,13867
PP3146030,South Sioux City,-96.41325,42.46305,,NE,13856
PP1804114,Bedford,-86.48950,38.86017,,IN,13855
PP2813820,Clarksdale,-90.56860,34.19380,,MS,13850
PP3908364,Brecksville,-81.61991,41.30719,,OH,13850
PP4504690,Beaufort,-80.72254,32.45808,,SC,13850
PP5501150,Allouez,-88.02624,44.47226,,WI,13839
PP1714065,Chicago Ridge,-87.77947,41.70341,,IL,13834
PP2103628,Bardstown,-85.45534,37.81766,,KY,13832
PP0828745,Fruita,-108.72958,39.15557,,CO,13816
PP0412840,Chino Valley,-112.40606,34.73989,,AZ,13815
PP4285188,Wilkinsburg,-79.87333,40.44421,,PA,13813
PP2155884,Newport,-84.48693,39.08610,,KY,13812
PP2918253,Dardenne Prairie,-90.71536,38.74112,,MO,13803
PP0609780,California City,-117.86935,35.14659,,CA,13802
PP0647710,Mill Valley,-122.54233,37.90812,,CA,13792
PP4745100,McMinnville,-85.78122,35.68630,,TN,13790
PP3954562,New Franklin,-81.58487,40.95429,,OH,13788
PP1267325,South Daytona,-81.00552,29.16621,,FL,13781
PP2758684,Sauk Rapids,-94.15275,45.59472,,MN,13775
PP1782985,Wood Dale,-87.98085,41.96631,,IL,13774
PP5149784,Martinsville,-79.86365,36.68353,,VA,13763
PP3977322,Trenton,-84.46637,39.47881,,OH,13758
PP2734244,Lake Elmo,-92.90965,44.98785,,MN,13756
PP2767432,Waconia,-93.79009,44.84153,,MN,13742
PP2229850,Gonzales,-90.92240,30.21274,,LA,13737
PP3904500,Beachwood,-81.50323,41.47626,,OH,13734
PP4947950,Mapleton,-111.57425,40.11876,,UT,13732
PP5379590,Woodinville,-122.14679,47.75769,,WA,13718
PP1380956,Waycross,-82.35766,31.21101,,GA,13714
PP1748892,Midlothian,-87.72423,41.62543,,IL,13675
PP4873710,Trophy Club,-97.17296,32.99252,,TX,13666
PP4866392,Seabrook,-94.99150,29.59471,,TX,13662
PP1209725,Callaway,-85.54860,30.13040,,FL,13661
PP1726935,Forest Park,-87.81566,41.86837,,IL,13660
PP4223832,Ephrata,-76.18018,40.18085,,PA,13660
PP4512655,Cayce,-81.03981,33.95050,,SC,13660
PP0603204,Auburn,-121.07674,38.89507,,CA,13658
PP0544180,Marion,-90.20672,35.20425,,AR,13654
PP3654716,Olean,-78.43512,42.08394,,NY,13650
PP1222175,Fernandina Beach,-81.45152,30.65813,,FL,13647
PP2946316,Marshall,-93.20247,39.11509,,MO,13642
PP3945556,Lyndhurst,-81.49482,41.51693,,OH,13641
PP3948342,Maumee,-83.66625,41.57113,,OH,13633
PP2755186,Rogers,-93.57167,45.18385,,MN,13617
PP2771734,Worthington,-95.59970,43.62873,,MN,13614
PP5573725,Shorewood,-87.88665,43.09134,,WI,13603
PP0151096,Moody,-86.49379,33.60343,,AL,13595
PP4858940,Port Neches,-93.96179,29.96077,,TX,13591
PP4760280,Portland,-86.52662,36.59749,,TN,13578
PP1254250,Palmetto,-82.57496,27.52505,,FL,13577
PP0137864,Irondale,-86.65908,33.53991,,AL,13526
PP4839124,Kilgore,-94.86001,32.39667,,TX,13523
PP0873825,Steamboat Springs,-106.82292,40.47558,,CO,13508
PP4804504,Athens,-95.83080,32.20260,,TX,13503
PP4803216,Andrews,-102.55185,32.32134,,TX,13502
PP3419840,Eatontown,-74.05412,40.29162,,NJ,13496
PP3451810,New Providence,-74.40662,40.69889,,NJ,13488
PP5365205,Snoqualmie,-121.86865,47.54324,,WA,13465
PP4833212,Henderson,-94.79590,32.15726,,TX,13464
PP2924094,Festus,-90.40972,38.21943,,MO,13443
PP4281328,Washington,-80.24679,40.17416,,PA,13429
PP2829340,Greenwood,-90.19896,33.51246,,MS,13421
PP0530460,Harrison,-93.11765,36.24259,,AR,13409
PP3907300,Blue Ash,-84.38684,39.24605,,OH,13408
PP2455400,New Carrollton,-76.87752,38.96559,,MD,13405
PP3747000,Newton,-81.23227,35.66216,,NC,13399
PP0632506,Hawaiian Gardens,-118.07345,33.83048,,CA,13396
PP3980990,Warrensville Heights,-81.52175,41.43722,,OH,13388
PP0875640,Superior,-105.15909,39.93119,,CO,13361
PP4262432,Pottsville,-76.20921,40.67985,,PA,13355
PP3923380,East Cleveland,-81.57852,41.53066,,OH,13352
PP4700540,Alcoa,-83.97304,35.80698,,TN,13349
PP4239784,Kingston,-75.88657,41.26475,,PA,13331
PP2951572,Neosho,-94.39774,36.84751,,MO,13328
PP1245200,Miami Springs,-80.28894,25.82016,,FL,13325
PP2978118,Webb City,-94.46759,37.14114,,MO,13325
PP2671740,Sault Ste. Marie,-84.37054,46.47617,,MI,13320
PP3933838,Harrison,-84.78620,39.25658,,OH,13320
PP1814932,Connersville,-85.14175,39.65802,,IN,13298
PP2949034,Moberly,-92.43654,39.41811,,MO,13296
PP1780242,Western Springs,-87.90056,41.80228,,IL,13290
PP1047420,Milford,-75.42230,38.90979,,DE,13289
PP2819180,D'Iberville,-88.89536,30.44352,,MS,13286
PP5531525,Greenville,-88.54727,44.28413,,WI,13286
PP4660020,Spearfish,-103.81965,44.49209,,SD,13282
PP5475292,South Charleston,-81.71085,38.34077,,WV,13281
PP4553080,Orangeburg,-80.86688,33.49360,,SC,13280
PP0547390,Mountain Home,-92.38404,36.33512,,AR,13278
PP1067310,Smyrna,-75.60871,39.29530,,DE,13277
PP4214712,Coatesville,-75.81900,39.98515,,PA,13275
PP4745500,Manchester,-86.07290,35.46413,,TN,13272
PP5320645,Edgewood,-122.28573,47.23207,,WA,13257
PP3925396,Englewood,-84.30946,39.86507,,OH,13249
PP0806255,Berthoud,-104.96551,40.28468,,CO,13238
PP4769560,Soddy-Daisy,-85.17212,35.26158,,TN,13234
PP5577975,Suamico,-88.03305,44.62673,,WI,13225
PP3915644,Clayton,-84.32544,39.86954,,OH,13222
PP3624515,Endicott,-76.06338,42.09749,,NY,13211
PP4807192,Beeville,-97.74893,28.40524,,TX,13211
PP3978932,University Heights,-81.53490,41.49479,,OH,13203
PP5339335,Liberty Lake,-117.10420,47.66845,,WA,13188
PP1202400,Atlantic Beach,-81.39667,30.33955,,FL,13182
PP2412400,Cambridge,-76.07712,38.55406,,MD,13176
PP3945108,Loveland,-84.26876,39.26768,,OH,13156
PP3482423,Woodland Park,-74.19436,40.88985,,NJ,13138
PP1641320,Jerome,-114.51579,42.71809,,ID,13135
PP3462940,Ridgefield Park,-74.01993,40.85471,,NJ,13135
PP4741860,Lewisburg,-86.79071,35.45157,,TN,13135
PP0416410,Cottonwood,-111.98400,34.75083,,AZ,13124
PP4207128,Bloomsburg,-76.45658,41.00272,,PA,13112
PP3312900,Claremont,-72.33450,43.38647,,NH,13111
PP4210464,Butler,-79.89617,40.86155,,PA,13099
PP1249600,North Palm Beach,-80.05691,26.82030,,FL,13095
PP2922834,Eureka,-90.64542,38.49847,,MO,13092
PP3947628,Marietta,-81.44643,39.42317,,OH,13090
PP1231350,Holly Hill,-81.04704,29.24561,,FL,13075
PP1743536,Lincoln,-89.37027,40.15068,,IL,13072
PP1884014,Whitestown,-86.37174,39.97167,,IN,13049
PP1841535,Lake Station,-87.25288,41.57673,,IN,13047
PP5577675,Stoughton,-89.22252,42.92377,,WI,13044
PP3928014,Fostoria,-83.41244,41.16023,,OH,13039
PP4527070,Fountain Inn,-82.20213,34.69665,,SC,13027
PP0638562,Kingsburg,-119.56656,36.52519,,CA,13013
PP1740793,La Grange Park,-87.87227,41.83078,,IL,13011
PP5337270,Lake Forest Park,-122.29173,47.75891,,WA,13006
PP2974626,Union,-90.99580,38.43788,,MO,13000
PP1607840,Blackfoot,-112.34681,43.19459,,ID,12999
PP2248225,Mandeville,-90.10107,30.37674,,LA,12999
PP4862588,Robinson,-97.12288,31.45149,,TX,12987
PP3922456,Dover,-81.48103,40.53005,,OH,12985
PP4865726,Santa Fe,-95.10154,29.38756,,TX,12980
PP4140350,La Grande,-118.08689,45.32447,,OR,12973
PP0873935,Sterling,-103.19258,40.62049,,CO,12954
PP4165250,Sandy,-122.26880,45.39807,,OR,12946
PP5363210,Sedro-Woolley,-122.23214,48.51136,,WA,12940
PP0630658,Grand Terrace,-117.31310,34.03108,,CA,12939
PP3901798,Amherst,-82.23172,41.40533,,OH,12928
PP2020075,El Dorado,-96.86220,37.82162,,KS,12919
PP5529400,Glendale,-87.92719,43.12614,,WI,12919
PP3539940,Las Vegas,-105.21702,35.60482,,NM,12905
PP2907966,Branson,-93.29181,36.61229,,MO,12897
PP1749607,Minooka,-88.28415,41.44761,,IL,12879
PP1711007,Canton,-90.03656,40.56386,,IL,12875
PP3983090,West Carrollton,-84.25549,39.66974,,OH,12874
PP1743744,Lincolnwood,-87.73296,42.00543,,IL,12872
PP4048000,Miami,-94.87091,36.88774,,OK,12866
PP2937178,Jennings,-90.26437,38.72308,,MO,12836
PP0611446,Carpinteria,-119.50076,34.38523,,CA,12828
PP4861892,Richmond,-95.76130,29.58086,,TX,12816
PP4269720,Sharon,-80.49982,41.23398,,PA,12813
PP3906278,Bexley,-82.93448,39.96536,,OH,12785
PP1629620,Garden City,-116.29439,43.66830,,ID,12784
PP2744530,Mounds View,-93.20683,45.10674,,MN,12782
PP2669020,Rochester,-83.11972,42.68664,,MI,12779
PP3462430,Red Bank,-74.06653,40.34872,,NJ,12779
PP1733695,Hazel Crest,-87.68930,41.57416,,IL,12771
PP3904878,Bedford,-81.53468,41.39212,,OH,12767
PP5564450,Port Washington,-87.88413,43.38492,,WI,12763
PP5348645,Newcastle,-122.16558,47.53149,,WA,12761
PP0622594,Emeryville,-122.30168,37.83847,,CA,12732
PP5322045,Enumclaw,-121.98898,47.20218,,WA,12697
PP3932340,Greenville,-84.62145,40.10471,,OH,12696
PP0677364,Susanville,-120.62831,40.43367,,CA,12689
PP2053550,Ottawa,-95.26278,38.60008,,KS,12686
PP3453850,Oakland,-74.24050,41.03102,,NJ,12680
PP1760352,Plano,-88.53631,41.68035,,IL,12676
PP0672506,Solana Beach,-117.25806,32.99130,,CA,12675
PP0646170,Marysville,-121.58337,39.15154,,CA,12674
PP2963956,St. Ann,-90.38718,38.72661,,MO,12658
PP4718540,Crossville,-85.03025,35.95342,,TN,12652
PP2810140,Byram,-90.28696,32.19214,,MS,12651
PP5335065,Kelso,-122.88647,46.11675,,WA,12648
PP0655380,Palos Verdes Estates,-118.42575,33.77427,,CA,12646
PP2212665,Carencro,-92.03871,30.31256,,LA,12639
PP5163768,Poquoson,-76.30353,37.12836,,VA,12635
PP2766460,Vadnais Heights,-93.06645,45.05794,,MN,12632
PP4830416,Granbury,-97.77515,32.43281,,TX,12622
PP5311825,Cheney,-117.58155,47.49113,,WA,12620
PP3985036,Wickliffe,-81.46803,41.60632,,OH,12616
PP2705752,Big Lake,-93.74304,45.34242,,MN,12610
PP5530000,Grafton,-87.94763,43.32067,,WI,12608
PP5326735,Gig Harbor,-122.60075,47.33838,,WA,12604
PP1237775,Lake City,-82.64225,30.18864,,FL,12602
PP3985792,Wilmington,-83.81617,39.42912,,OH,12600
PP2978928,West Plains,-91.86796,36.73743,,MO,12598
PP0507330,Blytheville,-89.90513,35.93407,,AR,12594
PP0640438,Larkspur,-122.53023,37.94054,,CA,12589
PP1222975,Florida City,-80.46766,25.44407,,FL,12582
PP2747221,North St. Paul,-93.00184,45.01352,,MN,12574
PP3428770,Haddonfield,-75.03441,39.89542,,NJ,12571
PP2712160,Cloquet,-92.50133,46.72507,,MN,12570
PP2688380,Woodhaven,-83.23514,42.13453,,MI,12559
PP5504625,Baraboo,-89.73729,43.46941,,WI,12554
PP5510375,Brown Deer,-87.97496,43.17433,,WI,12553
PP0631393,Grover Beach,-120.61966,35.12089,,CA,12547
PP2280955,West Monroe,-92.15107,32.51234,,LA,12535
PP0646828,Mendota,-120.38047,36.75760,,CA,12530
PP4842448,Levelland,-102.36412,33.58155,,TX,12530
PP5513375,Cedarburg,-87.98844,43.29992,,WI,12527
PP1880504,Washington,-87.16036,38.65823,,IN,12513
PP3004975,Belgrade,-111.17715,45.77866,,MT,12509
PP0452930,Paradise Valley,-111.96133,33.55216,,AZ,12502
PP0664434,San Anselmo,-122.56992,37.98212,,CA,12498
PP0641712,Lindsay,-119.09326,36.20910,,CA,12496
PP0524430,Forrest City,-90.79321,35.01360,,AR,12490
PP0409690,Camp Verde,-111.85701,34.56941,,AZ,12489
PP4528060,Gaffney,-81.66153,35.07356,,SC,12484
PP2546225,North Adams,-73.11811,42.67556,,MA,12483
PP4983390,West Point,-112.09822,41.12172,,UT,12479
PP2926182,Fulton,-91.95080,38.85515,,MO,12473
PP3762520,Smithfield,-78.35222,35.52382,,NC,12468
PP0124568,Eufaula,-85.15271,31.90994,,AL,12451
PP3621105,Dunkirk,-79.33290,42.48055,,NY,12442
PP3425200,Freehold,-74.27588,40.26022,,NJ,12430
PP0141968,Leeds,-86.57145,33.54685,,AL,12416
PP1907480,Boone,-93.87253,42.04926,,IA,12416
PP4977120,Tremonton,-112.18784,41.71835,,UT,12411
PP0919480,Derby,-73.08257,41.32612,,CT,12406
PP2652940,Melvindale,-83.18225,42.27861,,MI,12402
PP4267344,St. Marys,-78.52019,41.45504,,PA,12399
PP3628640,Geneva,-76.98272,42.86349,,NY,12391
PP3406790,Bound Brook,-74.53725,40.56775,,NJ,12371
PP1829718,Greensburg,-85.50119,39.35102,,IN,12363
PP4248360,Meadville,-80.14744,41.64788,,PA,12361
PP3918350,Conneaut,-80.56838,41.92730,,OH,12360
PP5526675,Fort Atkinson,-88.84549,42.92398,,WI,12350
PP2626360,Escanaba,-87.08361,45.74629,,MI,12343
PP3656660,Patchogue,-73.01977,40.76371,,NY,12337
PP3505220,Artesia,-104.42457,32.85217,,NM,12326
PP1763706,Richton Park,-87.74253,41.48018,,IL,12322
PP2552144,Palmer Town,-72.30648,42.18886,,MA,12315
PP4823044,Elgin,-97.39006,30.35391,,TX,12304
PP1782530,Winnetka,-87.74276,42.10621,,IL,12292
PP2758036,St. Peter,-93.96766,44.32928,,MN,12291
PP4031750,Guymon,-101.47705,36.69010,,OK,12287
PP0625296,Fortuna,-124.14216,40.58708,,CA,12285
PP4732742,Hartsville/Trousdale County,-86.15669,36.39303,,TN,12271
PP1753871,Northlake,-87.90549,41.91432,,IL,12270
PP1773170,Streator,-88.82959,41.12498,,IL,12269
PP2171688,Somerset,-84.60535,37.08647,,KY,12267
PP2829460,Grenada,-89.81155,33.78144,,MS,12267
PP3103390,Beatrice,-96.74595,40.27328,,NE,12262
PP1722736,Effingham,-88.55090,39.11975,,IL,12258
PP2640860,Ionia,-85.07463,42.97682,,MI,12249
PP4286968,Yeadon,-75.25271,39.93249,,PA,12247
PP4014200,Choctaw,-97.26994,35.48498,,OK,12240
PP3632754,Haverstraw,-73.94333,41.17824,,NY,12226
PP1739727,Kewanee,-89.92566,41.23909,,IL,12222
PP0174352,Sylacauga,-86.27480,33.18867,,AL,12216
PP1845990,Madison,-85.39714,38.75883,,IN,12208
PP0651140,Newman,-121.02142,37.31613,,CA,12207
PP0466470,Show Low,-110.03832,34.26505,,AZ,12192
PP3369940,Somersworth,-70.88794,43.25348,,NH,12192
PP2717486,East Bethel,-93.21766,45.35320,,MN,12189
PP4876948,Webster,-95.11648,29.53207,,TX,12182
PP1734358,Herrin,-89.03065,37.79839,,IL,12178
PP4237955,Jefferson Hills,-79.94247,40.29724,,PA,12178
PP5544950,Little Chute,-88.32040,44.29113,,WI,12178
PP2917218,Crestwood,-90.37823,38.55688,,MO,12175
PP5355995,Poulsbo,-122.64215,47.74108,,WA,12171
PP5578750,Sussex,-88.22604,43.13485,,WI,12162
PP1611260,Burley,-113.79129,42.53744,,ID,12146
PP3738320,Lincolnton,-81.23919,35.47574,,NC,12128
PP4809556,Borger,-101.40236,35.65944,,TX,12115
PP2144146,Lawrenceburg,-84.90470,38.03387,,KY,12112
PP3603408,Babylon,-73.32600,40.69368,,NY,12106
PP0851800,Monument,-104.84422,39.07441,,CO,12088
PP1239375,Lantana,-80.05538,26.58336,,FL,12086
PP3701720,Archdale,-79.95977,35.90472,,NC,12084
PP1738830,Justice,-87.82694,41.75340,,IL,12081
PP1347616,Lovejoy,-84.31744,33.44152,,GA,12080
PP0883230,Wellington,-105.00570,40.70070,,CO,12078
PP3426640,Glen Rock,-74.12520,40.95947,,NJ,12076
PP1267550,South Miami,-80.29511,25.70855,,FL,12073
PP4761960,Red Bank,-85.29616,35.11169,,TN,12065
PP4822864,El Campo,-96.27234,29.20069,,TX,12062
PP2203985,Baker,-91.15818,30.58320,,LA,12057
PP4535890,Irmo,-81.19585,34.10212,,SC,12033
PP3430420,Hasbrouck Heights,-74.07518,40.86275,,NJ,12030
PP3945976,Macedonia,-81.50163,41.31492,,OH,12025
PP4079450,Weatherford,-98.68499,35.53903,,OK,12023
PP4223584,Emmaus,-75.49788,40.53519,,PA,12017
PP4666700,Vermillion,-96.92540,42.78140,,SD,12011
PP4223016,Elizabethtown,-76.59865,40.15328,,PA,12000
PP3463360,River Edge,-74.03747,40.92677,,NJ,11995
PP2657100,New Baltimore,-82.73765,42.68531,,MI,11992
PP4741340,Lawrenceburg,-87.33250,35.24971,,TN,11990
PP0668224,San Marino,-118.11291,34.12267,,CA,11977
PP2668880,Riverview,-83.19838,42.17346,,MI,11976
PP1762783,Rantoul,-88.15488,40.30256,,IL,11956
PP1847448,Martinsville,-86.43170,39.41471,,IN,11946
PP2675100,South Lyon,-83.65317,42.46102,,MI,11941
PP2843280,McComb,-90.47159,31.24447,,MS,11914
PP4253736,New Kensington,-79.75305,40.57248,,PA,11911
PP4536430,James Island,-79.93718,32.73612,,SC,11903
PP0643224,Los Alamitos,-118.06124,33.79691,,CA,11901
PP4532245,Hardeeville,-81.04098,32.29531,,SC,11897
PP2849240,Moss Point,-88.53273,30.42591,,MS,11890
PP0670588,Scotts Valley,-122.01177,37.05550,,CA,11879
PP4154900,Ontario,-116.97877,44.02505,,OR,11866
PP4129000,Gladstone,-122.59283,45.38565,,OR,11865
PP2627760,Fenton,-83.71771,42.80061,,MI,11863
PP2857160,Picayune,-89.67063,30.53082,,MS,11862
PP3559260,Portales,-103.35508,34.17729,,NM,11859
PP1712164,Centralia,-89.12353,38.52207,,IL,11848
PP5567475,Richfield,-88.23402,43.23939,,WI,11841
PP3476490,Wallington,-74.10632,40.85308,,NJ,11825
PP3735880,Kings Mountain,-81.35040,35.23576,,NC,11823
PP5625620,Evanston,-110.96374,41.26009,,WY,11807
PP2746798,North Branch,-92.94429,45.51094,,MN,11791
PP1323872,Douglas,-82.85434,31.50611,,GA,11769
PP2002300,Arkansas City,-97.03844,37.07250,,KS,11765
PP4741760,Lenoir City,-84.28302,35.81584,,TN,11754
PP4082150,Woodward,-99.40473,36.42483,,OK,11753
PP4866704,Selma,-98.31529,29.58647,,TX,11748
PP4159850,Prineville,-120.86072,44.29854,,OR,11745
PP1886084,Yorktown,-85.50816,40.18189,,IN,11740
PP4945090,Lindon,-111.71727,40.34200,,UT,11734
PP3404750,Bellmawr,-75.09467,39.86636,,NJ,11724
PP3969834,Salem,-80.84894,40.90460,,OH,11715
PP4954990,North Logan,-111.80665,41.77554,,UT,11711
PP3673176,Tarrytown,-73.86626,41.06520,,NY,11691
PP4805864,Bastrop,-97.31815,30.11110,,TX,11679
PP5560200,Oregon,-89.38911,42.92521,,WI,11676
PP0614974,Commerce,-118.14995,33.99452,,CA,11672
PP2079950,Winfield,-96.97967,37.24277,,KS,11669
PP2657760,Niles,-86.24785,41.83454,,MI,11665
PP1228175,Gulfport,-82.70994,27.74644,,FL,11655
PP2112160,Campbellsville,-85.35224,37.34392,,KY,11653
PP3928476,Franklin,-84.29573,39.55495,,OH,11653
PP1365296,Rincon,-81.23535,32.29469,,GA,11624
PP2218125,Covington,-90.11183,30.48018,,LA,11618
PP1963525,Pleasant Hill,-93.50505,41.59911,,IA,11617
PP1330340,Flowery Branch,-83.91875,34.17130,,GA,11607
PP5535450,Holmen,-91.26587,43.97092,,WI,11581
PP1666340,Rathdrum,-116.89293,47.79404,,ID,11580
PP2808820,Brookhaven,-90.44339,31.58057,,MS,11571
PP0827810,Fort Morgan,-103.78865,40.25300,,CO,11564
PP2741696,Mendota Heights,-93.13393,44.87893,,MN,11564
PP1264875,Sebring,-81.45157,27.47140,,FL,11563
PP4244864,Lower Burrell,-79.71801,40.58329,,PA,11561
PP4863020,Roma,-99.00392,26.41474,,TX,11554
PP2973618,Town and Country,-90.47719,38.63060,,MO,11553
PP3910030,Bucyrus,-82.97163,40.80512,,OH,11542
PP4827348,Fredericksburg,-98.87568,30.26568,,TX,11542
PP1245175,Miami Shores,-80.17834,25.86701,,FL,11530
PP1816804,Danville,-86.49528,39.75881,,IN,11525
PP3721095,Elon,-79.50879,36.10227,,NC,11520
PP0504030,Batesville,-91.62265,35.76857,,AR,11515
PP1757381,Palos Heights,-87.79604,41.66344,,IL,11515
PP3682750,Woodbury,-74.10211,41.32754,,NY,11512
PP2947648,Mexico,-91.87277,39.16217,,MO,11507
PP3426820,Gloucester City,-75.11669,39.89169,,NJ,11507
PP3764180,Spring Lake,-78.99472,35.18459,,NC,11507
PP3971416,Seven Hills,-81.67629,41.37926,,OH,11499
PP5633740,Green River,-109.47080,41.51292,,WY,11496
PP2767036,Victoria,-93.65843,44.86212,,MN,11493
PP4985370,Woods Cross,-111.91777,40.87319,,UT,11480
PP4716300,Collegedale,-85.04799,35.05346,,TN,11476
PP4749060,Millington,-89.89954,35.33371,,TN,11467
PP0541720,Lowell,-94.15336,36.25585,,AR,11466
PP1974280,Spencer,-95.15269,43.14702,,IA,11451
PP3463150,Ringwood,-74.27114,41.10396,,NJ,11451
PP1959925,Oskaloosa,-92.64085,41.29221,,IA,11448
PP1975630,Storm Lake,-95.19646,42.64295,,IA,11434
PP2623980,East Grand Rapids,-85.60676,42.94658,,MI,11429
PP3462910,Ridgefield,-74.01409,40.83268,,NJ,11417
PP4825168,Fair Oaks Ranch,-98.63811,29.74608,,TX,11406
PP1278000,Wilton Manors,-80.13935,26.15932,,FL,11403
PP2856800,Petal,-89.23513,31.34817,,MS,11403
PP3957260,Norton,-81.64553,41.02893,,OH,11398
PP4031700,Guthrie,-97.40866,35.87651,,OK,11398
PP2627380,Farmington,-83.37838,42.46138,,MI,11391
PP1213175,Cocoa Beach,-80.62754,28.32914,,FL,11389
PP4055150,Okmulgee,-95.95403,35.62516,,OK,11376
PP3428650,Guttenberg,-74.00457,40.79278,,NJ,11365
PP1264400,Satellite Beach,-80.59940,28.17873,,FL,11343
PP3671894,Suffern,-74.14138,41.11198,,NY,11341
PP2906976,Bolivar,-93.41671,37.60670,,MO,11338
PP4842388,Leon Valley,-98.61430,29.49537,,TX,11337
PP3953970,New Albany,-82.77635,40.09000,,OH,11335
PP1835266,Huntertown,-85.16139,41.21728,,IN,11316
PP3620698,Dobbs Ferry,-73.86864,41.00999,,NY,11309
PP3757640,Rolesville,-78.46145,35.92460,,NC,11297
PP4023500,Elk City,-99.42875,35.38961,,OK,11279
PP1845648,McCordsville,-85.91738,39.89730,,IN,11273
PP2218650,Crowley,-92.37484,30.21790,,LA,11272
PP2725118,Grand Rapids,-93.53257,47.23852,,MN,11271
PP4149550,Monmouth,-123.22860,44.85132,,OR,11270
PP2031125,Haysville,-97.35351,37.56606,,KS,11268
PP4961150,Pleasant View,-112.00104,41.32489,,UT,11265
PP2908398,Bridgeton,-90.41700,38.77332,,MO,11261
PP0671876,Signal Hill,-118.16974,33.80346,,CA,11249
PP2250885,Minden,-93.27275,32.61915,,LA,11248
PP3627815,Fulton,-76.41974,43.31916,,NY,11248
PP3454360,Ocean City,-74.59980,39.26952,,NJ,11242
PP1845144,Lowell,-87.41993,41.29051,,IN,11239
PP4832984,Heath,-96.46364,32.85351,,TX,11238
PP3544490,Lovington,-103.34923,32.94447,,NM,11237
PP1764304,River Forest,-87.81906,41.89487,,IL,11227
PP2038650,Lansing,-94.89632,39.24259,,KS,11221
PP3965592,Ravenna,-81.24206,41.16157,,OH,11215
PP4858916,Port Lavaca,-96.62829,28.61797,,TX,11212
PP0602042,Anderson,-122.29507,40.44976,,CA,11210
PP3480270,Westwood,-74.03187,40.98903,,NJ,11210
PP1776199,Troy,-89.88254,38.73967,,IL,11209
PP1347140,Locust Grove,-84.10254,33.34825,,GA,11199
PP4858280,Pleasanton,-98.49569,28.96421,,TX,11195
PP4868624,Snyder,-100.91190,32.71356,,TX,11187
PP2616160,Clawson,-83.15041,42.53667,,MI,11176
PP5581325,Two Rivers,-87.57735,44.15614,,WI,11169
PP0609864,Calimesa,-117.05421,33.98736,,CA,11165
PP1768081,Schiller Park,-87.86932,41.95863,,IL,11164
PP3979072,Urbana,-83.75498,40.10910,,OH,11161
PP3404180,Beachwood,-74.20219,39.92840,,NJ,11153
PP3752220,Pineville,-80.89352,35.09370,,NC,11153
PP3765580,Summerfield,-79.89721,36.19691,,NC,11150
PP5327925,Grandview,-119.90900,46.24433,,WA,11149
PP1779150,Waterloo,-90.15272,38.34121,,IL,11144
PP0633056,Healdsburg,-122.86513,38.62253,,CA,11137
PP1759988,Pingree Grove,-88.43599,42.08762,,IL,11137
PP4286880,Wyomissing,-75.96609,40.33465,,PA,11132
PP1747007,Markham,-87.69046,41.60004,,IL,11129
PP5563250,Platteville,-90.46810,42.72793,,WI,11128
PP2635540,Grosse Pointe Park,-82.92344,42.37395,,MI,11124
PP0159760,Pike Road,-86.11893,32.27361,,AL,11117
PP5519350,DeForest,-89.34570,43.22733,,WI,11107
PP0631708,Half Moon Bay,-122.44048,37.46732,,CA,11105
PP0610928,Canyon Lake,-117.26355,33.68830,,CA,11096
PP3918868,Coshocton,-81.84729,40.26175,,OH,11091
PP4811368,Burkburnett,-98.56749,34.07462,,TX,11089
PP0543610,Malvern,-92.82125,34.37358,,AR,11080
PP4241440,Lansdowne,-75.27603,39.94076,,PA,11077
PP1803394,Bargersville,-86.20325,39.54264,,IN,11075
