# US ZIP codes (Census 2023 ZCTA Gazetteer interior points)
# id = ZIP<5-digit>; LON,LAT order; territories excluded
# Generated by scripts/build_zip_codes.py
id,zip,lon,lat
ZIP10974,10974,-74.18990,41.15948
ZIP10975,10975,-74.16773,41.25701
ZIP10976,10976,-73.92849,41.02296
ZIP10977,10977,-74.04815,41.11891
ZIP10979,10979,-74.31881,41.18237
ZIP10980,10980,-74.05626,41.23923
ZIP10983,10983,-73.94770,41.03109
ZIP10984,10984,-74.02216,41.20312
ZIP10985,10985,-74.35804,41.57703
ZIP10986,10986,-73.99867,41.28521
ZIP10987,10987,-74.22455,41.19921
ZIP10988,10988,-74.56245,41.30149
ZIP10989,10989,-73.93803,41.12295
ZIP10990,10990,-74.36401,41.26745
ZIP10992,10992,-74.16466,41.42609
ZIP10993,10993,-73.97387,41.20990
ZIP10994,10994,-73.97265,41.09807
ZIP10996,10996,-73.97217,41.39370
ZIP10998,10998,-74.54118,41.32408
ZIP11001,11001,-73.70495,40.72332
ZIP11003,11003,-73.70617,40.69918
ZIP11004,11004,-73.71151,40.74619
ZIP11005,11005,-73.71424,40.75664
ZIP11010,11010,-73.67513,40.70065
ZIP11020,11020,-73.71482,40.77144
ZIP11021,11021,-73.73149,40.78432
ZIP11023,11023,-73.73365,40.79891
ZIP11024,11024,-73.74287,40.81625
ZIP11030,11030,-73.68855,40.79341
ZIP11040,11040,-73.68029,40.74535
ZIP11042,11042,-73.69745,40.75854
ZIP11050,11050,-73.69312,40.83989
ZIP11096,11096,-73.75699,40.62135
ZIP11101,11101,-73.93971,40.74711
ZIP11102,11102,-73.92560,40.77160
ZIP11103,11103,-73.91328,40.76260
ZIP11104,11104,-73.92047,40.74484
ZIP11105,11105,-73.90652,40.77909
ZIP11106,11106,-73.93153,40.76221
ZIP11109,11109,-73.95701,40.74662
ZIP11201,11201,-73.98986,40.69370
ZIP11203,11203,-73.93433,40.64957
ZIP11204,11204,-73.98494,40.61881
ZIP11205,11205,-73.96807,40.69689
ZIP11206,11206,-73.94255,40.70187
ZIP11207,11207,-73.89383,40.67016
ZIP11208,11208,-73.87248,40.67485
ZIP11209,11209,-74.03015,40.62180
ZIP11210,11210,-73.94631,40.62806
ZIP11211,11211,-73.94517,40.71408
ZIP11212,11212,-73.91307,40.66291
ZIP11213,11213,-73.93627,40.67115
ZIP11214,11214,-73.99637,40.59969
ZIP11215,11215,-73.98674,40.66269
ZIP11216,11216,-73.94922,40.68084
ZIP11217,11217,-73.97853,40.68167
ZIP11218,11218,-73.97645,40.64312
ZIP11219,11219,-73.99677,40.63262
ZIP11220,11220,-74.01669,40.64103
ZIP11221,11221,-73.92763,40.69143
ZIP11222,11222,-73.94760,40.72779
ZIP11223,11223,-73.97347,40.59709
ZIP11224,11224,-73.98871,40.57737
ZIP11225,11225,-73.95387,40.66312
ZIP11226,11226,-73.95666,40.64641
ZIP11228,11228,-74.01343,40.61673
ZIP11229,11229,-73.94449,40.60129
ZIP11230,11230,-73.96519,40.62209
ZIP11231,11231,-74.00515,40.67792
ZIP11232,11232,-74.00518,40.65654
ZIP11233,11233,-73.91993,40.67830
ZIP11234,11234,-73.91065,40.60772
ZIP11235,11235,-73.94317,40.58422
ZIP11236,11236,-73.90066,40.63941
ZIP11237,11237,-73.92114,40.70416
ZIP11238,11238,-73.96594,40.67133
ZIP11239,11239,-73.86401,40.64689
ZIP11249,11249,-73.96600,40.70450
ZIP11354,11354,-73.82739,40.76821
ZIP11355,11355,-73.82123,40.75144
ZIP11356,11356,-73.84153,40.78487
ZIP11357,11357,-73.81004,40.78513
ZIP11358,11358,-73.79653,40.76036
ZIP11359,11359,-73.77672,40.79160
ZIP11360,11360,-73.78184,40.78042
ZIP11361,11361,-73.77277,40.76419
ZIP11362,11362,-73.73242,40.76020
ZIP11363,11363,-73.74629,40.77235
ZIP11364,11364,-73.75606,40.74625
ZIP11365,11365,-73.79449,40.73963
ZIP11366,11366,-73.78046,40.73112
ZIP11367,11367,-73.82275,40.73047
ZIP11368,11368,-73.85304,40.74974
ZIP11369,11369,-73.87222,40.76349
ZIP11370,11370,-73.89422,40.76539
ZIP11371,11371,-73.87327,40.77441
ZIP11372,11372,-73.88367,40.75172
ZIP11373,11373,-73.87856,40.73895
ZIP11374,11374,-73.86146,40.72646
ZIP11375,11375,-73.84318,40.72297
ZIP11377,11377,-73.90516,40.74477
ZIP11378,11378,-73.90964,40.72474
ZIP11379,11379,-73.88052,40.71706
ZIP11385,11385,-73.88942,40.70065
ZIP11411,11411,-73.73627,40.69406
ZIP11412,11412,-73.75908,40.69802
ZIP11413,11413,-73.75206,40.67117
ZIP11414,11414,-73.84480,40.65760
ZIP11415,11415,-73.82804,40.70808
ZIP11416,11416,-73.84971,40.68459
ZIP11417,11417,-73.84459,40.67641
ZIP11418,11418,-73.83602,40.70032
ZIP11419,11419,-73.82306,40.68861
ZIP11420,11420,-73.81770,40.67350
ZIP11421,11421,-73.85866,40.69403
ZIP11422,11422,-73.73757,40.66079
ZIP11423,11423,-73.76830,40.71567
ZIP11424,11424,-73.82809,40.71397
ZIP11426,11426,-73.72236,40.73641
ZIP11427,11427,-73.74572,40.73094
ZIP11428,11428,-73.74220,40.72099
ZIP11429,11429,-73.73848,40.70956
ZIP11430,11430,-73.78730,40.64697
ZIP11432,11432,-73.79296,40.71493
ZIP11433,11433,-73.78675,40.69809
ZIP11434,11434,-73.77707,40.67786
ZIP11435,11435,-73.80964,40.70108
ZIP11436,11436,-73.79665,40.67586
ZIP11439,11439,-73.79459,40.72194
ZIP11451,11451,-73.79578,40.70119
ZIP11501,11501,-73.63918,40.74633
ZIP11507,11507,-73.65210,40.77083
ZIP11509,11509,-73.72853,40.58796
ZIP11510,11510,-73.60771,40.65013
ZIP11514,11514,-73.61291,40.74978
ZIP11516,11516,-73.72678,40.62622
ZIP11518,11518,-73.66681,40.63747
ZIP11520,11520,-73.58295,40.64940
ZIP11530,11530,-73.63701,40.72685
ZIP11542,11542,-73.62862,40.87261
ZIP11545,11545,-73.58937,40.82632
ZIP11547,11547,-73.64472,40.82907
ZIP11548,11548,-73.61388,40.81108
ZIP11549,11549,-73.59968,40.71901
ZIP11550,11550,-73.62111,40.70148
ZIP11552,11552,-73.65420,40.69175
ZIP11553,11553,-73.59233,40.70527
ZIP11554,11554,-73.55886,40.72011
ZIP11556,11556,-73.58340,40.71994
ZIP11557,11557,-73.69392,40.63608
ZIP11558,11558,-73.64905,40.60536
ZIP11559,11559,-73.71443,40.60292
ZIP11560,11560,-73.58872,40.88076
ZIP11561,11561,-73.64467,40.59090
ZIP11563,11563,-73.67410,40.65743
ZIP11565,11565,-73.67172,40.67502
ZIP11566,11566,-73.55644,40.66229
ZIP11568,11568,-73.59717,40.78661
ZIP11569,11569,-73.58042,40.59037
ZIP11570,11570,-73.63892,40.66534
ZIP11572,11572,-73.63662,40.63177
ZIP11575,11575,-73.58488,40.68042
ZIP11576,11576,-73.64688,40.79657
ZIP11577,11577,-73.63911,40.78287
ZIP11579,11579,-73.64409,40.84402
ZIP11580,11580,-73.70215,40.67490
ZIP11581,11581,-73.71533,40.65103
ZIP11590,11590,-73.57434,40.75518
ZIP11596,11596,-73.64222,40.75972
ZIP11598,11598,-73.71234,40.63094
ZIP11691,11691,-73.76179,40.60210
ZIP11692,11692,-73.79199,40.59415
ZIP11693,11693,-73.80967,40.59166
ZIP11694,11694,-73.85124,40.57531
ZIP11697,11697,-73.91372,40.55713
ZIP11701,11701,-73.41438,40.68245
ZIP11702,11702,-73.38377,40.63615
ZIP11703,11703,-73.32500,40.73268
ZIP11704,11704,-73.35926,40.71578
ZIP11705,11705,-73.05585,40.74326
ZIP11706,11706,-73.24291,40.71063
ZIP11709,11709,-73.55824,40.90631
ZIP11710,11710,-73.53482,40.67220
ZIP11713,11713,-72.94276,40.77840
ZIP11714,11714,-73.48616,40.74265
ZIP11715,11715,-73.03492,40.75097
ZIP11716,11716,-73.13509,40.77701
ZIP11717,11717,-73.25223,40.78407
ZIP11718,11718,-73.26151,40.71643
ZIP11719,11719,-72.90783,40.77667
ZIP11720,11720,-73.08205,40.87024
ZIP11721,11721,-73.37143,40.90243
ZIP11722,11722,-73.19662,40.78358
ZIP11724,11724,-73.45641,40.86432
ZIP11725,11725,-73.28082,40.84058
ZIP11726,11726,-73.39445,40.67899
ZIP11727,11727,-73.00369,40.88017
ZIP11729,11729,-73.32526,40.76114
ZIP11730,11730,-73.18495,40.72760
ZIP11731,11731,-73.31704,40.86261
ZIP11732,11732,-73.53930,40.84241
ZIP11733,11733,-73.11278,40.94024
ZIP11735,11735,-73.43279,40.73275
ZIP11738,11738,-73.03768,40.83777
ZIP11739,11739,-73.16572,40.71058
ZIP11740,11740,-73.36120,40.86535
ZIP11741,11741,-73.07043,40.79473
ZIP11742,11742,-73.04188,40.81035
ZIP11743,11743,-73.42356,40.88341
ZIP11746,11746,-73.36228,40.81427
ZIP11747,11747,-73.40930,40.78376
ZIP11749,11749,-73.17080,40.80677
ZIP11751,11751,-73.21392,40.73049
ZIP11752,11752,-73.17423,40.75835
ZIP11753,11753,-73.54104,40.78972
ZIP11754,11754,-73.24990,40.88557
ZIP11755,11755,-73.11684,40.85782
ZIP11756,11756,-73.51633,40.72451
ZIP11757,11757,-73.37335,40.68901
ZIP11758,11758,-73.45708,40.65382
ZIP11762,11762,-73.44666,40.68274
ZIP11763,11763,-72.98244,40.82527
ZIP11764,11764,-72.97306,40.92986
ZIP11765,11765,-73.55897,40.88213
ZIP11766,11766,-73.01867,40.93922
ZIP11767,11767,-73.14570,40.84775
ZIP11768,11768,-73.33931,40.92363
ZIP11769,11769,-73.12522,40.73450
ZIP11770,11770,-73.14032,40.64964
ZIP11771,11771,-73.52530,40.87373
ZIP11772,11772,-72.98741,40.76178
ZIP11776,11776,-73.04567,40.91346
ZIP11777,11777,-73.06666,40.95607
ZIP11778,11778,-72.93709,40.94805
ZIP11779,11779,-73.11449,40.81296
ZIP11780,11780,-73.17251,40.91111
ZIP11782,11782,-73.08000,40.73673
ZIP11783,11783,-73.49001,40.67761
ZIP11784,11784,-73.04220,40.86861
ZIP11786,11786,-72.88842,40.95140
ZIP11787,11787,-73.21126,40.85292
ZIP11788,11788,-73.21319,40.81809
ZIP11789,11789,-72.97101,40.96203
ZIP11790,11790,-73.12748,40.90780
ZIP11791,11791,-73.50277,40.82777
ZIP11792,11792,-72.82557,40.95503
ZIP11793,11793,-73.51146,40.64723
ZIP11794,11794,-73.12502,40.91919
ZIP11795,11795,-73.29634,40.70900
ZIP11796,11796,-73.09942,40.73125
ZIP11797,11797,-73.47245,40.82021
ZIP11798,11798,-73.37837,40.75263
ZIP11801,11801,-73.52445,40.76230
ZIP11803,11803,-73.47312,40.78177
ZIP11804,11804,-73.45695,40.75812
ZIP11901,11901,-72.64825,40.92810
ZIP11930,11930,-72.11446,40.99142
ZIP11931,11931,-72.62226,40.93263
ZIP11932,11932,-72.30504,40.92650
ZIP11933,11933,-72.76559,40.94223
ZIP11934,11934,-72.79517,40.80205
ZIP11935,11935,-72.48696,41.02122
ZIP11937,11937,-72.19875,40.99455
ZIP11939,11939,-72.31869,41.13896
ZIP11940,11940,-72.75660,40.80877
ZIP11941,11941,-72.72339,40.82954
ZIP11942,11942,-72.57216,40.84858
ZIP11944,11944,-72.37323,41.10247
ZIP11946,11946,-72.51810,40.86465
ZIP11947,11947,-72.58188,40.94301
ZIP11948,11948,-72.54988,40.96072
ZIP11949,11949,-72.80464,40.86650
ZIP11950,11950,-72.84718,40.80614
ZIP11951,11951,-72.83672,40.76572
ZIP11952,11952,-72.54760,41.00165
ZIP11953,11953,-72.95118,40.89251
ZIP11954,11954,-71.94883,41.04636
ZIP11955,11955,-72.82382,40.81351
ZIP11956,11956,-72.47212,40.99109
ZIP11957,11957,-72.11708,41.20298
ZIP11958,11958,-72.46442,41.03907
ZIP11959,11959,-72.60976,40.83029
ZIP11960,11960,-72.70606,40.81061
ZIP11961,11961,-72.88588,40.90381
ZIP11962,11962,-72.26872,40.93089
ZIP11963,11963,-72.31962,41.00170
ZIP11964,11964,-72.30232,41.04948
ZIP11965,11965,-72.30338,41.08250
ZIP11967,11967,-72.87803,40.80157
ZIP11968,11968,-72.42861,40.90036
ZIP11970,11970,-72.57248,40.94197
ZIP11971,11971,-72.42906,41.06471
ZIP11972,11972,-72.70001,40.82266
ZIP11973,11973,-72.88721,40.86585
ZIP11975,11975,-72.24962,40.94827
ZIP11976,11976,-72.34741,40.92924
ZIP11977,11977,-72.67919,40.82848
ZIP11978,11978,-72.63750,40.82562
ZIP11980,11980,-72.92481,40.83166
ZIP12007,12007,-73.93531,42.50565
ZIP12008,12008,-73.90654,42.85349
ZIP12009,12009,-74.03535,42.69772
ZIP12010,12010,-74.17333,42.93763
ZIP12015,12015,-73.82153,42.29224
ZIP12017,12017,-73.45600,42.32111
ZIP12018,12018,-73.52077,42.62883
ZIP12019,12019,-73.88181,42.93435
ZIP12020,12020,-73.87009,43.00166
ZIP12022,12022,-73.33397,42.66655
ZIP12023,12023,-74.18302,42.59856
ZIP12024,12024,-73.53421,42.48134
ZIP12025,12025,-74.12189,43.09140
ZIP12027,12027,-73.90779,42.92134
ZIP12028,12028,-73.44091,42.94493
ZIP12029,12029,-73.42496,42.41595
ZIP12031,12031,-74.46613,42.76575
ZIP12032,12032,-74.59143,43.28800
ZIP12033,12033,-73.70009,42.53310
ZIP12035,12035,-74.37188,42.73375
ZIP12036,12036,-74.68939,42.53255
ZIP12037,12037,-73.56576,42.33877
ZIP12040,12040,-73.35909,42.63052
ZIP12041,12041,-73.97968,42.54368
ZIP12042,12042,-73.88382,42.35252
ZIP12043,12043,-74.53051,42.69397
ZIP12045,12045,-73.79683,42.47966
ZIP12046,12046,-73.91725,42.50913
ZIP12047,12047,-73.72622,42.78405
ZIP12051,12051,-73.83840,42.34637
ZIP12052,12052,-73.48012,42.75737
ZIP12053,12053,-74.19110,42.75747
ZIP12054,12054,-73.86624,42.60455
ZIP12056,12056,-74.10030,42.76486
ZIP12057,12057,-73.33641,42.97128
ZIP12058,12058,-73.91763,42.34442
ZIP12059,12059,-74.06088,42.61922
ZIP12060,12060,-73.50529,42.41063
ZIP12061,12061,-73.65717,42.59931
ZIP12062,12062,-73.50498,42.53898
ZIP12063,12063,-73.63954,42.56731
ZIP12064,12064,-74.64648,42.57943
ZIP12065,12065,-73.78560,42.85228
ZIP12066,12066,-74.30388,42.78111
ZIP12067,12067,-73.92029,42.55746
ZIP12068,12068,-74.40183,42.95607
ZIP12069,12069,-74.27994,42.94604
ZIP12070,12070,-74.26301,42.98602
ZIP12071,12071,-74.41519,42.56971
ZIP12072,12072,-74.35674,42.88489
ZIP12074,12074,-74.05294,43.05058
ZIP12075,12075,-73.64110,42.30484
ZIP12076,12076,-74.39052,42.39972
ZIP12077,12077,-73.77769,42.58817
ZIP12078,12078,-74.33963,43.13435
ZIP12082,12082,-73.44668,42.76997
ZIP12083,12083,-74.02651,42.42486
ZIP12084,12084,-73.89936,42.70467
ZIP12085,12085,-73.96664,42.70053
ZIP12086,12086,-74.10860,42.99614
ZIP12087,12087,-73.89289,42.43225
ZIP12090,12090,-73.35152,42.87680
ZIP12092,12092,-74.37956,42.70594
ZIP12093,12093,-74.62811,42.49779
ZIP12094,12094,-73.48595,42.88998
ZIP12095,12095,-74.42356,43.03489
ZIP12106,12106,-73.71380,42.38851
ZIP12108,12108,-74.43546,43.46773
ZIP12110,12110,-73.77609,42.75057
ZIP12115,12115,-73.60222,42.46761
ZIP12116,12116,-74.91116,42.53880
ZIP12117,12117,-74.26124,43.16714
ZIP12118,12118,-73.71703,42.92093
ZIP12120,12120,-74.13536,42.46503
ZIP12121,12121,-73.60738,42.83991
ZIP12122,12122,-74.32614,42.54202
ZIP12123,12123,-73.60645,42.52214
ZIP12124,12124,-73.78865,42.44850
ZIP12125,12125,-73.39984,42.48475
ZIP12130,12130,-73.65835,42.44165
ZIP12131,12131,-74.46391,42.45337
ZIP12132,12132,-73.63367,42.47101
ZIP12134,12134,-74.22802,43.26208
ZIP12136,12136,-73.56511,42.42012
ZIP12137,12137,-74.13308,42.86034
ZIP12138,12138,-73.37038,42.74884
ZIP12139,12139,-74.57954,43.50022
ZIP12140,12140,-73.57197,42.68195
ZIP12143,12143,-73.84266,42.49156
ZIP12144,12144,-73.71784,42.62784
ZIP12147,12147,-74.15884,42.51861
ZIP12148,12148,-73.84816,42.82779
ZIP12149,12149,-74.57056,42.61797
ZIP12150,12150,-74.05269,42.88052
ZIP12151,12151,-73.78065,42.92267
ZIP12153,12153,-73.47220,42.63222
ZIP12154,12154,-73.60581,42.93748
ZIP12155,12155,-74.82765,42.59636
ZIP12156,12156,-73.74725,42.48350
ZIP12157,12157,-74.28608,42.66980
ZIP12158,12158,-73.81358,42.53301
ZIP12159,12159,-73.88589,42.65143
ZIP12160,12160,-74.36354,42.76336
ZIP12161,12161,-73.84616,42.53370
ZIP12164,12164,-74.45158,43.64829
ZIP12165,12165,-73.50760,42.31519
ZIP12166,12166,-74.46019,42.84463
ZIP12167,12167,-74.59885,42.42317
ZIP12168,12168,-73.37072,42.57363
ZIP12169,12169,-73.44804,42.59289
ZIP12170,12170,-73.66727,43.00196
ZIP12172,12172,-73.73895,42.28913
ZIP12173,12173,-73.75548,42.39549
ZIP12174,12174,-73.72802,42.35320
ZIP12175,12175,-74.56041,42.55949
ZIP12176,12176,-73.96612,42.38452
ZIP12177,12177,-74.28709,42.95086
ZIP12180,12180,-73.59954,42.74859
ZIP12182,12182,-73.62743,42.80053
ZIP12183,12183,-73.69247,42.74790
ZIP12184,12184,-73.65336,42.41989
ZIP12185,12185,-73.55411,42.86252
ZIP12186,12186,-73.97717,42.63311
ZIP12187,12187,-74.46429,42.62817
ZIP12188,12188,-73.69553,42.82122
ZIP12189,12189,-73.71752,42.73634
ZIP12190,12190,-74.28541,43.47563
ZIP12192,12192,-73.82506,42.40052
ZIP12193,12193,-74.04327,42.52276
ZIP12194,12194,-74.45430,42.53834
ZIP12195,12195,-73.46500,42.47880
ZIP12196,12196,-73.61395,42.63179
ZIP12197,12197,-74.72475,42.61000
ZIP12198,12198,-73.63357,42.67277
ZIP12202,12202,-73.76003,42.63517
ZIP12203,12203,-73.84936,42.68290
ZIP12204,12204,-73.73375,42.69152
ZIP12205,12205,-73.82409,42.71870
ZIP12206,12206,-73.78205,42.67419
ZIP12207,12207,-73.74762,42.65549
ZIP12208,12208,-73.80998,42.65303
ZIP12209,12209,-73.79047,42.63869
ZIP12210,12210,-73.75487,42.65571
ZIP12211,12211,-73.76308,42.70973
ZIP12222,12222,-73.82323,42.68526
ZIP12226,12226,-73.80987,42.67930
ZIP12302,12302,-73.98251,42.87818
ZIP12303,12303,-73.92969,42.74898
ZIP12304,12304,-73.89830,42.77469
ZIP12305,12305,-73.95034,42.81201
ZIP12306,12306,-74.04423,42.80543
ZIP12307,12307,-73.93282,42.80498
ZIP12308,12308,-73.92093,42.82134
ZIP12309,12309,-73.86496,42.79987
ZIP12401,12401,-74.01027,41.98754
ZIP12404,12404,-74.23608,41.81896
ZIP12405,12405,-74.10097,42.30696
ZIP12406,12406,-74.57604,42.09483
ZIP12407,12407,-74.36207,42.29673
ZIP12409,12409,-74.16539,42.05548
ZIP12410,12410,-74.42476,42.06578
ZIP12411,12411,-74.03977,41.87900
ZIP12412,12412,-74.27699,42.01219
ZIP12413,12413,-74.02540,42.30830
ZIP12414,12414,-73.92402,42.23501
ZIP12416,12416,-74.27912,42.09593
ZIP12417,12417,-73.99072,41.90642
ZIP12418,12418,-74.16088,42.35862
ZIP12419,12419,-74.10202,41.86112
ZIP12420,12420,-74.39368,41.67529
ZIP12421,12421,-74.53523,42.25706
ZIP12422,12422,-74.21329,42.39183
ZIP12423,12423,-74.11137,42.37974
ZIP12424,12424,-74.11585,42.24762
ZIP12427,12427,-74.12407,42.15075
ZIP12428,12428,-74.45721,41.73437
ZIP12429,12429,-73.96100,41.83327
ZIP12430,12430,-74.49916,42.20076
ZIP12431,12431,-74.02353,42.36202
ZIP12432,12432,-73.94395,42.04706
ZIP12433,12433,-74.15527,42.00534
ZIP12434,12434,-74.50870,42.36238
ZIP12435,12435,-74.50214,41.72174
ZIP12436,12436,-74.07828,42.21308
ZIP12438,12438,-74.60103,42.21030
ZIP12439,12439,-74.21039,42.27782
ZIP12440,12440,-74.17288,41.78115
ZIP12441,12441,-74.50448,42.15071
ZIP12442,12442,-74.24405,42.22688
ZIP12443,12443,-74.08492,41.93499
ZIP12444,12444,-74.29062,42.24748
ZIP12446,12446,-74.31353,41.78989
ZIP12448,12448,-74.20069,42.07956
ZIP12449,12449,-73.99377,41.99238
ZIP12450,12450,-74.22332,42.14223
ZIP12451,12451,-73.94818,42.30489
ZIP12452,12452,-74.35903,42.23741
ZIP12453,12453,-73.93622,42.09295
ZIP12454,12454,-74.14954,42.28697
ZIP12455,12455,-74.66162,42.14930
ZIP12456,12456,-73.99713,42.03270
ZIP12457,12457,-74.24659,42.03999
ZIP12458,12458,-74.43208,41.82292
ZIP12459,12459,-74.67889,42.24038
ZIP12460,12460,-74.16903,42.42927
ZIP12461,12461,-74.24786,41.90857
ZIP12463,12463,-74.00928,42.19163
ZIP12464,12464,-74.34633,42.06509
ZIP12465,12465,-74.46002,42.15715
ZIP12466,12466,-73.97783,41.90685
ZIP12468,12468,-74.40073,42.29903
ZIP12469,12469,-74.24610,42.44859
ZIP12470,12470,-74.07827,42.28500
ZIP12471,12471,-74.04193,41.83792
ZIP12472,12472,-74.06740,41.84878
ZIP12473,12473,-74.03131,42.26067
ZIP12474,12474,-74.58801,42.28510
ZIP12475,12475,-74.01331,42.01399
ZIP12477,12477,-73.98811,42.09259
ZIP12480,12480,-74.39127,42.13538
ZIP12481,12481,-74.22796,41.97669
ZIP12482,12482,-73.95591,42.26840
ZIP12483,12483,-74.45493,41.67459
ZIP12484,12484,-74.17652,41.86194
ZIP12485,12485,-74.16223,42.20722
ZIP12486,12486,-74.06398,41.83242
ZIP12487,12487,-73.99881,41.86940
ZIP12489,12489,-74.35221,41.75401
ZIP12490,12490,-73.92448,42.12285
ZIP12491,12491,-74.14146,41.96519
ZIP12492,12492,-74.33452,42.18758
ZIP12493,12493,-73.97182,41.79473
ZIP12494,12494,-74.30170,41.94857
ZIP12495,12495,-74.24566,42.08267
ZIP12496,12496,-74.27009,42.33804
ZIP12498,12498,-74.10962,42.04566
ZIP12501,12501,-73.55773,41.85341
ZIP12502,12502,-73.66472,42.08657
ZIP12503,12503,-73.58015,42.03596
ZIP12504,12504,-73.90935,42.02342
ZIP12507,12507,-73.91714,42.00924
ZIP12508,12508,-73.95363,41.49600
ZIP12512,12512,-73.96245,41.55518
ZIP12513,12513,-73.72048,42.21931
ZIP12514,12514,-73.76442,41.87741
ZIP12515,12515,-74.06506,41.67957
ZIP12516,12516,-73.55136,42.10810
ZIP12517,12517,-73.50862,42.12826
ZIP12518,12518,-74.04306,41.41616
ZIP12520,12520,-73.99620,41.42802
ZIP12521,12521,-73.65049,42.17133
ZIP12522,12522,-73.59838,41.71998
ZIP12523,12523,-73.75951,42.08687
ZIP12524,12524,-73.88491,41.53337
ZIP12525,12525,-74.19229,41.68627
ZIP12526,12526,-73.85877,42.12223
ZIP12527,12527,-73.93685,41.51935
ZIP12528,12528,-73.99509,41.71390
ZIP12529,12529,-73.54322,42.19593
ZIP12530,12530,-73.68415,42.20691
ZIP12531,12531,-73.67159,41.54053
ZIP12533,12533,-73.78710,41.55977
ZIP12534,12534,-73.75355,42.22641
ZIP12538,12538,-73.89377,41.79223
ZIP12540,12540,-73.72489,41.67120
ZIP12542,12542,-74.01501,41.61388
ZIP12543,12543,-74.22354,41.48595
ZIP12544,12544,-73.66815,42.26120
ZIP12545,12545,-73.67717,41.79148
ZIP12546,12546,-73.52357,41.94800
ZIP12547,12547,-73.98657,41.66069
ZIP12548,12548,-74.10150,41.65792
ZIP12549,12549,-74.25937,41.52803
ZIP12550,12550,-74.05722,41.53957
ZIP12553,12553,-74.07192,41.46041
ZIP12561,12561,-74.08949,41.76404
ZIP12563,12563,-73.58723,41.49919
ZIP12564,12564,-73.58258,41.58261
ZIP12565,12565,-73.64690,42.24900
ZIP12566,12566,-74.31966,41.63352
ZIP12567,12567,-73.65398,41.98521
ZIP12569,12569,-73.79283,41.73456
ZIP12570,12570,-73.67248,41.63406
ZIP12571,12571,-73.80981,42.00305
ZIP12572,12572,-73.86366,41.92489
ZIP12574,12574,-73.94570,41.91761
ZIP12575,12575,-74.15890,41.48611
ZIP12577,12577,-74.11682,41.42148
ZIP12578,12578,-73.79758,41.80635
ZIP12580,12580,-73.87154,41.86365
ZIP12581,12581,-73.70059,41.90161
ZIP12582,12582,-73.72495,41.54346
ZIP12583,12583,-73.88362,42.05959
ZIP12585,12585,-73.69151,41.72640
ZIP12586,12586,-74.17172,41.56513
ZIP12589,12589,-74.15877,41.62379
ZIP12590,12590,-73.88884,41.59642
ZIP12592,12592,-73.54886,41.78387
ZIP12594,12594,-73.57349,41.65840
ZIP12601,12601,-73.91060,41.70779
ZIP12603,12603,-73.86448,41.67587
ZIP12604,12604,-73.89446,41.68843
ZIP12701,12701,-74.69880,41.65006
ZIP12719,12719,-74.89233,41.48555
ZIP12720,12720,-74.90085,41.64592
ZIP12721,12721,-74.42727,41.56733
ZIP12722,12722,-74.37488,41.59043
ZIP12723,12723,-74.98769,41.75310
ZIP12724,12724,-74.93678,41.85997
ZIP12725,12725,-74.57010,41.98318
ZIP12726,12726,-74.96649,41.69508
ZIP12729,12729,-74.61310,41.48970
ZIP12732,12732,-74.87391,41.55481
ZIP12733,12733,-74.61386,41.73899
ZIP12734,12734,-74.75046,41.73459
ZIP12736,12736,-75.01922,41.85325
ZIP12737,12737,-74.79863,41.50148
ZIP12738,12738,-74.59699,41.66569
ZIP12740,12740,-74.43403,41.93883
ZIP12741,12741,-75.07773,41.83914
ZIP12742,12742,-74.71630,41.72298
ZIP12743,12743,-74.84038,41.53507
ZIP12745,12745,-75.02636,41.78502
ZIP12746,12746,-74.65238,41.43935
ZIP12747,12747,-74.64192,41.75138
ZIP12748,12748,-74.91518,41.77478
ZIP12749,12749,-74.83142,41.69522
ZIP12750,12750,-74.96733,41.73908
ZIP12751,12751,-74.66207,41.68776
ZIP12752,12752,-74.98548,41.68103
ZIP12754,12754,-74.73689,41.79819
ZIP12758,12758,-74.73912,41.94028
ZIP12759,12759,-74.66072,41.78648
ZIP12760,12760,-75.10785,41.90393
ZIP12762,12762,-74.79153,41.66054
ZIP12763,12763,-74.50978,41.68243
ZIP12764,12764,-74.99556,41.59155
ZIP12765,12765,-74.62117,41.85234
ZIP12766,12766,-74.97885,41.81521
ZIP12767,12767,-75.00338,41.83251
ZIP12768,12768,-74.73002,41.86444
ZIP12769,12769,-74.47069,41.65926
ZIP12770,12770,-74.84102,41.44702
ZIP12771,12771,-74.63151,41.37528
ZIP12775,12775,-74.58177,41.62146
ZIP12776,12776,-74.95779,41.96339
ZIP12777,12777,-74.70971,41.56178
ZIP12778,12778,-74.81421,41.66174
ZIP12779,12779,-74.62442,41.69080
ZIP12780,12780,-74.72735,41.44015
ZIP12781,12781,-74.47207,41.61450
ZIP12783,12783,-74.83372,41.73863
ZIP12784,12784,-74.61178,41.66720
ZIP12785,12785,-74.58614,41.54996
ZIP12786,12786,-74.85761,41.63871
ZIP12787,12787,-74.84503,41.79539
ZIP12788,12788,-74.59090,41.79510
ZIP12789,12789,-74.57997,41.71840
ZIP12790,12790,-74.52740,41.56343
ZIP12791,12791,-74.89287,41.81728
ZIP12792,12792,-74.95982,41.51392
ZIP12801,12801,-73.64529,43.31116
ZIP12803,12803,-73.63177,43.28844
